kapitola;financni_misto;akce;rozpoctova_polozka;castka
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Plzni;Nepřiřazeno;Knihy, učební pomůcky a tisk;3000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Plzni;Nepřiřazeno;Drobný hmotný dlouhodobý majetek;20000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Plzni;Nepřiřazeno;Nákup materiálu jinde nezařazený;42000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Plzni;Nepřiřazeno;Pohonné hmoty a maziva;65000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Plzni;Nepřiřazeno;Služby pošt;24000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Plzni;Nepřiřazeno;Služby telekomunikací a radiokomunikací;1000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Plzni;Nepřiřazeno;Služby peněžních ústavů;8000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Plzni;Nepřiřazeno;Služby školení a vzdělávání;38000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Plzni;Nepřiřazeno;Nákup ostatních služeb;54000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Plzni;Nepřiřazeno;Opravy a udržování;30000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Plzni;Nepřiřazeno;Cestovné (tuzemské i zahraniční);46000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Plzni;Nepřiřazeno;Pohoštění;2000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Plzni;Nepřiřazeno;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;38000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Plzni;Nepřiřazeno;Platby daní a poplatků státnímu rozpočtu;2000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Plzni;Nepřiřazeno;Náhrady mezd v době nemoci;30000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Pardubicích;Dopravní technika;Dopravní prostředky;500000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Pardubicích;Nepřiřazeno;Platy zaměstnanců v pracovním poměru;3786000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Pardubicích;Nepřiřazeno;Povinné pojistné na sociální zabezpečení a příspěvek na stát;947000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Pardubicích;Nepřiřazeno;Povinné pojistné na veřejné zdravotní pojištění;341000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Pardubicích;Nepřiřazeno;Knihy, učební pomůcky a tisk;12000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Pardubicích;Nepřiřazeno;Drobný hmotný dlouhodobý majetek;17000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Pardubicích;Nepřiřazeno;Nákup materiálu jinde nezařazený;46000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Pardubicích;Nepřiřazeno;Pohonné hmoty a maziva;44000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Pardubicích;Nepřiřazeno;Služby pošt;30000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Pardubicích;Nepřiřazeno;Služby peněžních ústavů;8000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Pardubicích;Nepřiřazeno;Služby školení a vzdělávání;18000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Pardubicích;Nepřiřazeno;Nákup ostatních služeb;53000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Pardubicích;Nepřiřazeno;Opravy a udržování;18000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Pardubicích;Nepřiřazeno;Cestovné (tuzemské i zahraniční);50000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Pardubicích;Nepřiřazeno;Pohoštění;1000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Pardubicích;Nepřiřazeno;Poskytnuté neinvestiční příspěvky a náhrady (část);12000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Pardubicích;Nepřiřazeno;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;38000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Pardubicích;Nepřiřazeno;Platby daní a poplatků státnímu rozpočtu;2000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Pardubicích;Nepřiřazeno;Náhrady mezd v době nemoci;30000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Českých Budějovicích;Nepřiřazeno;Platy zaměstnanců v pracovním poměru;3421000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Českých Budějovicích;Nepřiřazeno;Povinné pojistné na sociální zabezpečení a příspěvek na stát;856000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Českých Budějovicích;Nepřiřazeno;Povinné pojistné na veřejné zdravotní pojištění;308000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Českých Budějovicích;Nepřiřazeno;Ochranné pomůcky;2000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Českých Budějovicích;Nepřiřazeno;Knihy, učební pomůcky a tisk;3000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Českých Budějovicích;Nepřiřazeno;Drobný hmotný dlouhodobý majetek;20000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Českých Budějovicích;Nepřiřazeno;Nákup materiálu jinde nezařazený;59000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Českých Budějovicích;Nepřiřazeno;Pohonné hmoty a maziva;56000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Českých Budějovicích;Nepřiřazeno;Služby pošt;20000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Českých Budějovicích;Nepřiřazeno;Služby školení a vzdělávání;22000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Českých Budějovicích;Nepřiřazeno;Nákup ostatních služeb;83000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Českých Budějovicích;Nepřiřazeno;Opravy a udržování;30000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Českých Budějovicích;Nepřiřazeno;Cestovné (tuzemské i zahraniční);39000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Českých Budějovicích;Nepřiřazeno;Pohoštění;1000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Českých Budějovicích;Nepřiřazeno;Účastnické poplatky na konference;3000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Českých Budějovicích;Nepřiřazeno;Poskytnuté neinvestiční příspěvky a náhrady (část);10000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Českých Budějovicích;Nepřiřazeno;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;35000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Českých Budějovicích;Nepřiřazeno;Platby daní a poplatků státnímu rozpočtu;2000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Českých Budějovicích;Nepřiřazeno;Náhrady mezd v době nemoci;20000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Praze;Nepřiřazeno;Platy zaměstnanců v pracovním poměru;5934000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Praze;Nepřiřazeno;Povinné pojistné na sociální zabezpečení a příspěvek na stát;1484000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Praze;Nepřiřazeno;Povinné pojistné na veřejné zdravotní pojištění;535000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Praze;Nepřiřazeno;Ochranné pomůcky;1000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Praze;Nepřiřazeno;Knihy, učební pomůcky a tisk;12000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Praze;Nepřiřazeno;Drobný hmotný dlouhodobý majetek;35000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Praze;Nepřiřazeno;Nákup materiálu jinde nezařazený;90000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Praze;Nepřiřazeno;Pohonné hmoty a maziva;40000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Praze;Nepřiřazeno;Služby pošt;55000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Praze;Nepřiřazeno;Služby peněžních ústavů;18000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Praze;Nepřiřazeno;Služby školení a vzdělávání;43000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Praze;Nepřiřazeno;Nákup ostatních služeb;70000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Praze;Nepřiřazeno;Opravy a udržování;44000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Praze;Nepřiřazeno;Cestovné (tuzemské i zahraniční);50000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Praze;Nepřiřazeno;Pohoštění;3000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Praze;Nepřiřazeno;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;60000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Praze;Nepřiřazeno;Platby daní a poplatků státnímu rozpočtu;2000.0
Český úřad zeměměřický a katastrální;Zeměměřický a katastrální inspektorát v Praze;Nepřiřazeno;Náhrady mezd v době nemoci;40000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;ZÚ - Tiskový stroj - NGII HW;Výpočetní technika;7145000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;NGII SW - pořízení;Programové vybavení;2750000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;NGII HW - pořízení;Výpočetní technika;2355000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Měřická technika;Stroje, přístroje a zařízení;750000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Platy zaměstnanců v pracovním poměru;1.06646E8
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Ostatní osobní výdaje;823000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Povinné pojistné na sociální zabezpečení a příspěvek na stát;2.6868E7
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Povinné pojistné na veřejné zdravotní pojištění;9672000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Ochranné pomůcky;250000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Léky a zdravotnický materiál;5000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Knihy, učební pomůcky a tisk;35000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Drobný hmotný dlouhodobý majetek;945000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Nákup materiálu jinde nezařazený;3280000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Studená voda;970000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Teplo;2470000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Plyn;850000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Elektrická energie;9900000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Pevná paliva;75000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Pohonné hmoty a maziva;1635000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Nákup ostatních paliv a energie;20000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Služby pošt;200000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Služby telekomunikací a radiokomunikací;750000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Služby peněžních ústavů;165000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Nájemné;115000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Služby školení a vzdělávání;150000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Nákup ostatních služeb;1.8565E7
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Opravy a udržování;2535000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Programové vybavení;500000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Cestovné (tuzemské i zahraniční);3950000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Pohoštění;40000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Účastnické poplatky na konference;30000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Poskytnuté neinvestiční příspěvky a náhrady (část);30000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;1072000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Platby daní a poplatků státnímu rozpočtu;90000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Náhrady mezd v době nemoci;450000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Cestovné (tuzemské i zahraniční);450000.0
Český úřad zeměměřický a katastrální;Zeměměřický úřad;Nepřiřazeno;Účastnické poplatky na konference;40000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;KÚ pro Olomoucký kraj - Velkoformátová tiskárna;Výpočetní technika;90000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;KÚ pro Olomoucký kraj - Smart station;Stroje, přístroje a zařízení;300000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;KP Přerov - Rekonstrukce Wurmova 2;Budovy, haly a stavby;1321000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Platy zaměstnanců v pracovním poměru;7.3457E7
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Ostatní osobní výdaje;83000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Povinné pojistné na sociální zabezpečení a příspěvek na stát;1.8374E7
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Povinné pojistné na veřejné zdravotní pojištění;6615000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Potraviny;4000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Ochranné pomůcky;50000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Léky a zdravotnický materiál;4000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Knihy, učební pomůcky a tisk;40000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Drobný hmotný dlouhodobý majetek;1000000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Nákup materiálu jinde nezařazený;1600000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Studená voda;326000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Teplo;800000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Plyn;900000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Elektrická energie;1900000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Pohonné hmoty a maziva;300000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Nákup ostatních paliv a energie;1000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Služby pošt;4300000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Služby telekomunikací a radiokomunikací;350000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Služby peněžních ústavů;70000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Nájemné;1550000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Konzultační, poradenské a právní služby;25000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Služby školení a vzdělávání;150000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Nákup ostatních služeb;5300000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Opravy a udržování;1800000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Programové vybavení;60000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Cestovné (tuzemské i zahraniční);380000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Pohoštění;25000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Poskytnuté neinvestiční příspěvky a náhrady (část);10000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;735000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Platby daní a poplatků státnímu rozpočtu;26000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Olomoucký kraj;Nepřiřazeno;Náhrady mezd v době nemoci;180000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;KÚ pro Ústecký kraj - Pořízení a obnova HW;Výpočetní technika;360000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Měřická technika;Stroje, přístroje a zařízení;300000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;KP Louny - Kotelna;Budovy, haly a stavby;600000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Zateplení části KP Litoměřice;Budovy, haly a stavby;400000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;KP Louny - úřední desky;Budovy, haly a stavby;50000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;KP Most - posuvné regály;Stroje, přístroje a zařízení;289000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;KP Děčín - výměna klimatizace;Stroje, přístroje a zařízení;50000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;KÚ Ústí nad Labem - rekonstrukce elektroinstalace;Budovy, haly a stavby;1600000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Platy zaměstnanců v pracovním poměru;8.7785E7
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Ostatní osobní výdaje;46000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Povinné pojistné na sociální zabezpečení a příspěvek na stát;2.1958E7
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Povinné pojistné na veřejné zdravotní pojištění;7905000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Potraviny;4000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Ochranné pomůcky;37000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Léky a zdravotnický materiál;3000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Knihy, učební pomůcky a tisk;59000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Drobný hmotný dlouhodobý majetek;900000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Nákup materiálu jinde nezařazený;1200000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Studená voda;379000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Teplo;1838000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Plyn;873000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Elektrická energie;2248000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Pohonné hmoty a maziva;428000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Nákup ostatních paliv a energie;2000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Služby pošt;4000000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Služby telekomunikací a radiokomunikací;495000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Služby peněžních ústavů;90000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Nájemné;256000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Konzultační, poradenské a právní služby;112000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Služby školení a vzdělávání;81000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Nákup ostatních služeb;4170000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Opravy a udržování;1797000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Cestovné (tuzemské i zahraniční);332000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Pohoštění;11000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Poskytnuté neinvestiční příspěvky a náhrady (část);92000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Věcné dary;1000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;882000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Platby daní a poplatků státnímu rozpočtu;19000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Ústecký kraj;Nepřiřazeno;Náhrady mezd v době nemoci;359000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;KP Havlíčkův Brod - plynofikace budovy včetně rekontrukce po;Budovy, haly a stavby;1872000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Platy zaměstnanců v pracovním poměru;7.8522E7
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Povinné pojistné na sociální zabezpečení a příspěvek na stát;1.9631E7
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Povinné pojistné na veřejné zdravotní pojištění;7067000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Potraviny;5000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Ochranné pomůcky;62000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Léky a zdravotnický materiál;3000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Knihy, učební pomůcky a tisk;82000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Drobný hmotný dlouhodobý majetek;180000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Nákup materiálu jinde nezařazený;880000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Studená voda;382000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Teplo;572000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Plyn;798000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Elektrická energie;2370000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Pohonné hmoty a maziva;360000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Nákup ostatních paliv a energie;2000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Služby pošt;4764000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Služby telekomunikací a radiokomunikací;301000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Služby peněžních ústavů;75000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Nájemné;381000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Konzultační, poradenské a právní služby;12000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Služby školení a vzdělávání;230000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Nákup ostatních služeb;5748000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Opravy a udržování;650000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Programové vybavení;10000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Cestovné (tuzemské i zahraniční);440000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Pohoštění;12000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;789000.0
